"","dg_id","player_name","tour_rounds","dg_player_name","espn_id","birthdate","birthplace","college","swing","turned_pro","link"
"1343",23727,"Guthmiller, Jace",0,NA,NA,NA,NA,NA,NA,NA,NA
"1344",23728,"Reinertson, Rylee",0,NA,NA,NA,NA,NA,NA,NA,NA
"1345",23735,"Quinones, Douglas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1346",23736,"Weems, Josh",0,NA,NA,NA,NA,NA,NA,NA,NA
"1347",23743,"Sanders, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1348",23805,"Bryant, Justin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1349",23806,"Zech, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1350",23809,"Curry, Stephen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1351",23810,"McNealy, Colt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1352",23841,"Neergaard-Petersen, Rasmus",0,NA,NA,NA,NA,NA,NA,NA,NA
"1353",23851,"Huddy, Walker",0,NA,NA,NA,NA,NA,NA,NA,NA
"1354",23888,"McCarthy, Brax",0,NA,NA,NA,NA,NA,NA,NA,NA
"1355",23888,"McCarthy, James",0,NA,NA,NA,NA,NA,NA,NA,NA
"1356",23925,"Flenniken, Casey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1357",23926,"Hawkins, Brad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1358",23927,"Termeer, Tayler",0,NA,NA,NA,NA,NA,NA,NA,NA
"1359",23980,"Kalia, Samer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1360",24037,"Torres, Luis Felipe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1361",24091,"Voke, Nick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1362",24170,"List, Danny",0,NA,NA,NA,NA,NA,NA,NA,NA
"1363",24297,"Cheung, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1364",24347,"Gorospe, Lemon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1365",24374,"Bell, Julio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1366",24462,"Siegler, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1367",24463,"Sluman, Trevor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1368",24467,"Ruiz, Alfredo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1369",24490,"Galletti, Nicolo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1370",24493,"Lee, Joshua",0,NA,NA,NA,NA,NA,NA,NA,NA
"1371",24500,"White, Peyton",0,NA,NA,NA,NA,NA,NA,NA,NA
"1372",24523,"Davenport, Riley",0,NA,NA,NA,NA,NA,NA,NA,NA
"1373",24524,"Smith, Michael A",0,NA,NA,NA,NA,NA,NA,NA,NA
"1374",24525,"Dunn, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1375",24541,"Yeung, Motin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1376",24542,"Hopke, Wehman",0,NA,NA,NA,NA,NA,NA,NA,NA
"1377",24563,"Beltran, Mario",0,NA,NA,NA,NA,NA,NA,NA,NA
"1378",24585,"Higgs, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1379",24599,"Shaun, Corey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1380",24714,"McClung, Mac",0,NA,NA,NA,NA,NA,NA,NA,NA
"1381",24741,"Boteler, Wade",0,NA,NA,NA,NA,NA,NA,NA,NA
"1382",24742,"Davis, Taylor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1383",24743,"Howard, Cory",0,NA,NA,NA,NA,NA,NA,NA,NA
"1384",24907,"Owen, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1385",24939,"Blickle, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1386",24940,"Hearden, Richard",0,NA,NA,NA,NA,NA,NA,NA,NA
"1387",24942,"Liringis, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1388",24946,"Kraivixien, Ray",0,NA,NA,NA,NA,NA,NA,NA,NA
"1389",24964,"Elmore, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1390",24984,"Cromie, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1391",24986,"Waters, Barrett",0,NA,NA,NA,NA,NA,NA,NA,NA
"1392",24992,"Maccaglia, Anthony",0,NA,NA,NA,NA,NA,NA,NA,NA
"1393",25005,"Vernon, Carr",0,NA,NA,NA,NA,NA,NA,NA,NA
"1394",25007,"Springer, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1395",25023,"Hayes, Bo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1396",25032,"Oshrine, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1397",25033,"Bass, Thomas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1398",25037,"Hudson, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1399",25038,"Jelley, Brendon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1400",25093,"Churchman, Cory",0,NA,NA,NA,NA,NA,NA,NA,NA
"1401",25133,"Overstreet, Mason",0,NA,NA,NA,NA,NA,NA,NA,NA
"1402",25149,"Fanonnel, Guillaume",0,NA,NA,NA,NA,NA,NA,NA,NA
"1403",25155,"Kelley, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1404",25158,"Kountakis, Emmanuel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1405",25181,"Erickson, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1406",25182,"Price, Archer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1407",25212,"Deimel, Drew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1408",25222,"Lilliedahl, Linus",0,NA,NA,NA,NA,NA,NA,NA,NA
"1409",25225,"Edmister, Bryce",0,NA,NA,NA,NA,NA,NA,NA,NA
"1410",25226,"Langhoff, John",0,NA,NA,NA,NA,NA,NA,NA,NA
"1411",25227,"McClellan, Luke",0,NA,NA,NA,NA,NA,NA,NA,NA
"1412",25281,"Jeon, Seokwon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1413",25282,"Sharp, Brady",0,NA,NA,NA,NA,NA,NA,NA,NA
"1414",25321,"Koser, Taylor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1415",25324,"Vontz, Nate",0,NA,NA,NA,NA,NA,NA,NA,NA
"1416",25326,"Pendaries, Adrien",0,NA,NA,NA,NA,NA,NA,NA,NA
"1417",25389,"Booth, Grant",0,NA,NA,NA,NA,NA,NA,NA,NA
"1418",25391,"Petefish, Christopher",0,NA,NA,NA,NA,NA,NA,NA,NA
"1419",25409,"Weldon, Kyle",0,NA,NA,NA,NA,NA,NA,NA,NA
"1420",25440,"Grauman, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1421",25443,"Morantes, Gustavo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1422",25444,"Viboch, Brett",0,NA,NA,NA,NA,NA,NA,NA,NA
"1423",25475,"Nyholm, Pontus",0,NA,NA,NA,NA,NA,NA,NA,NA
"1424",25664,"Kwon, Luke",0,NA,NA,NA,NA,NA,NA,NA,NA
"1425",25690,"Guerra, Patricio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1426",25712,"Errazuriz, Agustin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1427",25863,"Palonis, Rick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1428",25881,"Wong, Shuai Ming",0,NA,NA,NA,NA,NA,NA,NA,NA
"1429",25917,"Tsavoussis, Paul",0,NA,NA,NA,NA,NA,NA,NA,NA
"1430",25920,"Cabrera Mejia, Joaquin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1431",25920,"Cabrera, Joaquin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1432",25980,"DeArmond, Ben",0,NA,NA,NA,NA,NA,NA,NA,NA
"1433",25996,"Jaworski, Zachary",0,NA,NA,NA,NA,NA,NA,NA,NA
"1434",26097,"Williamson, Travis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1435",26105,"Lane, Joey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1436",26118,"Cannon, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1437",26124,"Korte, Chris",0,NA,NA,NA,NA,NA,NA,NA,NA
"1438",26126,"Meissner, Mitchell",0,NA,NA,NA,NA,NA,NA,NA,NA
"1439",26139,"Kocher, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1440",26142,"Nagy, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1441",26192,"Weiss, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1442",26328,"Eyster, Taylor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1443",26330,"McNeill, Callum",0,NA,NA,NA,NA,NA,NA,NA,NA
"1444",26364,"Zawaski, Joe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1445",26366,"Davis, Aaron",0,NA,NA,NA,NA,NA,NA,NA,NA
"1446",26367,"Ihrig, Gage",0,NA,NA,NA,NA,NA,NA,NA,NA
"1447",26438,"Keppler, Jonathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1448",26439,"Whitehurst, Kane",0,NA,NA,NA,NA,NA,NA,NA,NA
"1449",26508,"Doyle, Brendon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1450",26513,"Burry, Zachary",0,NA,NA,NA,NA,NA,NA,NA,NA
"1451",26517,"Franken, Stephen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1452",26521,"Hoelzer, Brandon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1453",26531,"Walsh, Thomas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1454",26577,"Dunkle, Kyler",0,NA,NA,NA,NA,NA,NA,NA,NA
"1455",26657,"Fisk, Steven",0,NA,NA,NA,NA,NA,NA,NA,NA
"1456",26662,"Jeansonne, Nathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1457",26666,"Wood, Hayden",0,NA,NA,NA,NA,NA,NA,NA,NA
"1458",26667,"Gurska, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1459",26668,"Hildebrand, Timothy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1460",26747,"Carlson, Mitchel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1461",26748,"Kupcho, Steven",0,NA,NA,NA,NA,NA,NA,NA,NA
"1462",26749,"Schmitz, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1463",26750,"Triplett, Sam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1464",26827,"Logue, Isaiah",0,NA,NA,NA,NA,NA,NA,NA,NA
"1465",26865,"Gempel, Tom",0,NA,NA,NA,NA,NA,NA,NA,NA
"1466",26866,"Gore, Tanner",0,NA,NA,NA,NA,NA,NA,NA,NA
"1467",26867,"Pridey, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1468",26868,"Scharmann, Kelby",0,NA,NA,NA,NA,NA,NA,NA,NA
"1469",26869,"Young, Nathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1470",26895,"Townsend, Gray",0,NA,NA,NA,NA,NA,NA,NA,NA
"1471",26907,"Arman, Nick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1472",26908,"Wallen, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1473",26953,"Gilligan, Ian",0,NA,NA,NA,NA,NA,NA,NA,NA
"1474",26999,"Scott, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1475",27208,"Seiple, Joshua",0,NA,NA,NA,NA,NA,NA,NA,NA
"1476",27420,"Dickson, Taylor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1477",27430,"Robinson, Devaughn",0,NA,NA,NA,NA,NA,NA,NA,NA
"1478",27440,"Squires, Austin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1479",27455,"Ackerman, Derek",0,NA,NA,NA,NA,NA,NA,NA,NA
"1480",27482,"Lobel, Sasha",0,NA,NA,NA,NA,NA,NA,NA,NA
"1481",27483,"Perritt, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1482",27552,"Cordova, Diego",0,NA,NA,NA,NA,NA,NA,NA,NA
"1483",27559,"Crouch, A.J.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1484",27560,"Alligood, Andrew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1485",27601,"Ponich, Cole",0,NA,NA,NA,NA,NA,NA,NA,NA
"1486",27625,"Howe, Connor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1487",27626,"Lanting, Ben",0,NA,NA,NA,NA,NA,NA,NA,NA
"1488",27627,"Winston, Zander",0,NA,NA,NA,NA,NA,NA,NA,NA
"1489",27628,"Kobren, Jared C.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1490",27658,"Kneiser, George",0,NA,NA,NA,NA,NA,NA,NA,NA
"1491",27659,"Sutton, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1492",27671,"Lapa, Kolton",0,NA,NA,NA,NA,NA,NA,NA,NA
"1493",27672,"Miller, Ross",0,NA,NA,NA,NA,NA,NA,NA,NA
"1494",27687,"Forster, Thomas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1495",27693,"Reed, Spencer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1496",27697,"Sargent, Billy Tom",0,NA,NA,NA,NA,NA,NA,NA,NA
"1497",27762,"Velo, Kevin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1498",27804,"Lilleboe, Eric",0,NA,NA,NA,NA,NA,NA,NA,NA
"1499",27854,"Lyons, Landon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1500",27855,"Soosman, Spencer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1501",27857,"Robinson, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1502",27867,"Caldwell, Zach",0,NA,NA,NA,NA,NA,NA,NA,NA
"1503",27868,"Ono, Taisuke",0,NA,NA,NA,NA,NA,NA,NA,NA
"1504",27869,"Waite, Osten",0,NA,NA,NA,NA,NA,NA,NA,NA
"1505",27875,"Marcus, Ethan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1506",28016,"Gonzalez, Emilio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1507",28074,"Colgate, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1508",28075,"DeNeen, Morgan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1509",28076,"Hardee, Jonathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1510",28135,"Pierce, Brandon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1511",28136,"Bennett, Grant",0,NA,NA,NA,NA,NA,NA,NA,NA
"1512",28145,"Griz, Jonathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1513",28147,"Lotter, Reed",0,NA,NA,NA,NA,NA,NA,NA,NA
"1514",28216,"Hambright, Chad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1515",28254,"Stevens, Scott",0,NA,NA,NA,NA,NA,NA,NA,NA
"1516",28271,"Tankersley, Cameron",0,NA,NA,NA,NA,NA,NA,NA,NA
"1517",28272,"Thomas, Brooks",0,NA,NA,NA,NA,NA,NA,NA,NA
"1518",28292,"Farrell, OJ",0,NA,NA,NA,NA,NA,NA,NA,NA
"1519",28311,"Foster, Hayden",0,NA,NA,NA,NA,NA,NA,NA,NA
"1520",28319,"LaRue, Bogle",0,NA,NA,NA,NA,NA,NA,NA,NA
"1521",28353,"Wilson, Jamie",0,NA,NA,NA,NA,NA,NA,NA,NA
"1522",28398,"Dillard, IV, Mulbe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1523",28419,"Czuchry, Drew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1524",28496,"Hillier, Charlie",0,NA,NA,NA,NA,NA,NA,NA,NA
"1525",28527,"Carlton, Hoke",0,NA,NA,NA,NA,NA,NA,NA,NA
"1526",28528,"Gupta, Aman",0,NA,NA,NA,NA,NA,NA,NA,NA
"1527",28530,"McCarron, Jace",0,NA,NA,NA,NA,NA,NA,NA,NA
"1528",28533,"Thorin, Phillip",0,NA,NA,NA,NA,NA,NA,NA,NA
"1529",28536,"Brightwell, Jonathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1530",28541,"Grider, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1531",28548,"Ray, Nolan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1532",28555,"Wagoner, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1533",28570,"Harper, Keller",0,NA,NA,NA,NA,NA,NA,NA,NA
"1534",28588,"Castillo, Christian",0,NA,NA,NA,NA,NA,NA,NA,NA
"1535",28589,"Munch, Winton",0,NA,NA,NA,NA,NA,NA,NA,NA
"1536",28590,"Odom, Greg",0,NA,NA,NA,NA,NA,NA,NA,NA
"1537",28591,"Schow, Mitchell",0,NA,NA,NA,NA,NA,NA,NA,NA
"1538",28649,"Kim, Charles",0,NA,NA,NA,NA,NA,NA,NA,NA
"1539",28650,"Proveaux, Caleb",0,NA,NA,NA,NA,NA,NA,NA,NA
"1540",28677,"Anderson, Samuel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1541",29043,"Chopra, Varun",0,NA,NA,NA,NA,NA,NA,NA,NA
"1542",29078,"Davis, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1543",29090,"Fox, Austin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1544",29163,"Card III, Jay",0,NA,NA,NA,NA,NA,NA,NA,NA
"1545",29164,"Dyer, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1546",29165,"Gonzalez, Lucca",0,NA,NA,NA,NA,NA,NA,NA,NA
"1547",29170,"Restrepo, Pablo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1548",29171,"Staiano, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1549",29190,"Pope, Cayden",0,NA,NA,NA,NA,NA,NA,NA,NA
"1550",29198,"Dilisio, Steven",0,NA,NA,NA,NA,NA,NA,NA,NA
"1551",29300,"Fribbs, Derek",0,NA,NA,NA,NA,NA,NA,NA,NA
"1552",29301,"Haskew, Luke",0,NA,NA,NA,NA,NA,NA,NA,NA
"1553",29302,"Mccrory, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1554",29303,"Owens, Boyd",0,NA,NA,NA,NA,NA,NA,NA,NA
"1555",29317,"Ireland, Jack",0,NA,NA,NA,NA,NA,NA,NA,NA
"1556",29323,"Dickson, Will",0,NA,NA,NA,NA,NA,NA,NA,NA
"1557",29324,"Lamb, Davis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1558",29348,"Hale, Jr., Blaine",0,NA,NA,NA,NA,NA,NA,NA,NA
"1559",29362,"Wilhoit, Peyton",0,NA,NA,NA,NA,NA,NA,NA,NA
"1560",29430,"Hendrix, Bryce",0,NA,NA,NA,NA,NA,NA,NA,NA
"1561",29431,"Maum, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1562",29435,"Elmes, Riley",0,NA,NA,NA,NA,NA,NA,NA,NA
"1563",29465,"Whiten, Jr., Everett",0,NA,NA,NA,NA,NA,NA,NA,NA
"1564",29493,"Edwards, Greg",0,NA,NA,NA,NA,NA,NA,NA,NA
"1565",29520,"Erickson, Dan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1566",29543,"Liu, Kaiwen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1567",29544,"Shepherd, Drew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1568",29601,"Albano, Jr., Anthony",0,NA,NA,NA,NA,NA,NA,NA,NA
"1569",29602,"Neuheisel, Joe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1570",29665,"Celano, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1571",29675,"Epson, Hunter",0,NA,NA,NA,NA,NA,NA,NA,NA
"1572",29684,"Infanti, Nicholas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1573",29716,"Plunkett, Marcus",0,NA,NA,NA,NA,NA,NA,NA,NA
"1574",29773,"Hendrix, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1575",29800,"Hillier, Harry",0,NA,NA,NA,NA,NA,NA,NA,NA
"1576",29802,"Cross, Spencer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1577",29828,"Anderson, Cole",0,NA,NA,NA,NA,NA,NA,NA,NA
"1578",29829,"Organisak, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1579",29889,"Lawrence, Jr, Mark",0,NA,NA,NA,NA,NA,NA,NA,NA
"1580",29917,"Ramirez, Caleb",0,NA,NA,NA,NA,NA,NA,NA,NA
"1581",29918,"Keffer, Geoff",0,NA,NA,NA,NA,NA,NA,NA,NA
"1582",29925,"Yellamaraju, Sudarshan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1583",29972,"Derrick, Brock",0,NA,NA,NA,NA,NA,NA,NA,NA
"1584",29996,"Locke, Griffen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1585",30049,"Lundell, Carson",0,NA,NA,NA,NA,NA,NA,NA,NA
"1586",30077,"Christiansen, Austen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1587",30078,"Obecny II, Thadd",0,NA,NA,NA,NA,NA,NA,NA,NA
"1588",30079,"Timmins, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1589",30621,"Weiler, Joe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1590",30623,"Riley, Cameron",0,NA,NA,NA,NA,NA,NA,NA,NA
"1591",30655,"Ducruet, Jean Paul",0,NA,NA,NA,NA,NA,NA,NA,NA
"1592",30656,"Duran, Samuel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1593",30667,"Holcomb V, William",0,NA,NA,NA,NA,NA,NA,NA,NA
"1594",30667,"Holcomb, William",0,NA,NA,NA,NA,NA,NA,NA,NA
"1595",30807,"Purcea, Anthony",0,NA,NA,NA,NA,NA,NA,NA,NA
"1596",30808,"Smith, Ben",0,NA,NA,NA,NA,NA,NA,NA,NA
"1597",30809,"Schmidt, Connor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1598",30810,"Goldenring, Sam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1599",30856,"Eichhorn, Hunter",0,NA,NA,NA,NA,NA,NA,NA,NA
"1600",30890,"Long, Beni",0,NA,NA,NA,NA,NA,NA,NA,NA
"1601",30892,"Riedel, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1602",30936,"Sweeney, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1603",30937,"Duncan, Austin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1604",31049,"Cooper, Davis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1605",31050,"Sterbinsky, Kyle",0,NA,NA,NA,NA,NA,NA,NA,NA
"1606",31118,"Polender, Connor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1607",31119,"Nottingham, William",0,NA,NA,NA,NA,NA,NA,NA,NA
"1608",31120,"Hall, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1609",31121,"Taylor II, Troy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1610",31122,"Salyers, Drew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1611",31161,"Burnett, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1612",31187,"Jin, Zihao",0,NA,NA,NA,NA,NA,NA,NA,NA
"1613",31193,"Long, Luke",0,NA,NA,NA,NA,NA,NA,NA,NA
"1614",31249,"Mattiace, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1615",31250,"Schultz, Cooper",0,NA,NA,NA,NA,NA,NA,NA,NA
"1616",31251,"Winstead, Trey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1617",31254,"Hoff, Brandon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1618",31270,"Braley, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1619",31271,"McDevitt, Jack",0,NA,NA,NA,NA,NA,NA,NA,NA
"1620",31272,"Sewell, Chad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1621",31285,"Lewis, Bryce",0,NA,NA,NA,NA,NA,NA,NA,NA
"1622",31306,"Daly, Connor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1623",31307,"Ullestad, Trevor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1624",10021335,"Maycock, Gregory",0,NA,NA,NA,NA,NA,NA,NA,NA
