"dg_id","player_name","tour_rounds","dg_player_name","espn_id","birthdate","birthplace","college","swing","turned_pro","link"
18185,"Cazaubon, Rodolfo",2,,,,,,,,
18252,"Olsen, Zachary",2,,,,,,,,
18261,"Ryan, Matt",2,,,,,,,,
18294,"Stewart, Hunter",2,"Stewart, Hunter",9424,,,,"Right",,"https://www.espn.com/golf/player/_/id/9424/hunter-stewart"
18435,"Binfield, Wade",2,,,,,,,,
18540,"Peaper, Brant",2,,,,,,,,
18582,"Sutton, Mitchell",2,,,,,,,,
18659,"Rainaud, Adam",2,,,,,,,,
18678,"Ballo, Jr., Mike",2,,,,,,,,
18704,"Fish, Mardy",2,,,,,,,,
18735,"Chesters, Ashley",2,,,,,,,,
18747,"Wrigley, Alex",2,,,,,,,,
18772,"Wells, Jeremy",2,,,,,,,,
18786,"Eggers, Jacob",2,,,,,,,,
18788,"Crawford, Aaron",2,,,,,,,,
18809,"Ikemura, Tomoyo",2,,,,,,,,
18824,"Norman, Brian",2,,,,,,,,
18873,"James, Austin",2,,,,,,,,
18874,"Budd, Russell",2,,,,,,,,
19000,"Celia, Ricardo",2,,,,,,,,
19048,"Yang, Gunn",2,,,,,,,,
19121,"McCullen, Haydn",2,,,,,,,,
19212,"Gale, Daniel",2,,,,,,,,
19253,"Gana, Toto",2,,,,,,,,
19265,"Yu, Sean",2,,,,,,,,
19354,"Okamura, Garrett",2,,,,,,,,
19388,"Gilley, Chris",2,,,,,,,,
19508,"Harvey, Scott",2,,,,,,,,
19742,"Godsey, Conner",2,,,,,,,,
19753,"McConnell, Paul",2,,,,,,,,
19762,"Reed, Curtis",2,"Reed, Curtis",10371,,,,"Right",,"https://www.espn.com/golf/player/_/id/10371/curtis-reed"
19763,"Ruiz, Johnny",2,,,,,,,,
19765,"Saunders, Samuel",2,,,,,,,,
19766,"Schoolcraft, Michael",2,,,,,,,,
19806,"Forsstrom, Simon",2,,,,,,,,
19846,"Bauchou, Zachary",2,,,,,,,,
19899,"Rottluff, Max",2,,,,,,,,
19925,"O'Dell, Sam",2,,,,,,,,
19936,"Schaake, Carson",2,,,,,,,,
19955,"Pereira, Corey",2,,,,,,,,
20043,"Hamilton, Blair",2,,,,,,,,
20351,"DeMoss, Mookie",2,,,,,,,,
20461,"Snyder, Brent",2,,,,,,,,
20843,"Cianchetti, Luca",2,,,,,,,,
20977,"Giacomazzi, Dino",2,,,,,,,,
21312,"Bullington, Brian",2,,,,,,,,
21327,"Torano, Tyler",2,,,,,,,,
21407,"Reitan, Kristoffer",2,,,,,,,,
21412,"Capan III, Frankie",2,,,,,,,,
21422,"Bard, Derek",2,,,,,,,,
21726,"Delgado, Juan Cayro",2,,,,,,,,
21875,"Widing, Tim",2,,,,,,,,
21876,"Blick, Cody",2,"Blick, Cody",10704,,,,"Right",,"https://www.espn.com/golf/player/_/id/10704/cody-blick"
21883,"Ewart, A.J.",2,,,,,,,,
21886,"Geddes, Mark",2,,,,,,,,
21895,"Monagle, Colin",2,,,,,,,,
21900,"Robledo, Roman",2,,,,,,,,
21901,"Shah, Manav",2,,,,,,,,
21942,"Kelly, Sean",2,,,,,,,,
21993,"Barbaree, Philip",2,,,,,,,,
22002,"Dumont de Chassart, Adrien",2,,,,,,,,
22045,"Mueller, Kyle",2,,,,,,,,
22047,"Raber, Tyler",2,,,,,,,,
22048,"Schembechler II, Richie",2,,,,,,,,
22134,"Hodkinson, Adam",2,,,,,,,,
22211,"Huge, Maclain",2,,,,,,,,
22259,"Rey, Alejandro Del",2,,,,,,,,
22262,"Blair, Michael",2,,,,,,,,
22354,"Jolly, Stewart",2,,,,,,,,
22461,"White, Brett",2,,,,,,,,
22465,"Penge, Marco",2,,,,,,,,
22689,"Grimes, Patrick",2,,,,,,,,
22815,"Antcliff, Maverick",2,,,,,,,,
22922,"Lansburgh, Peter",2,,,,,,,,
22994,"Magnus, Haraldur",2,,,,,,,,
23114,"Blackburn, Brooks",2,,,,,,,,
23135,"Lee, Matt",2,,,,,,,,
23139,"Portz, Clayton",2,,,,,,,,
23244,"Bring, Christoffer",2,,,,,,,,
23299,"Earnest, Paul",2,,,,,,,,
23465,"Greyserman, Max",2,,,,,,,,
23466,"Hicks, Alexander",2,,,,,,,,
23469,"Kartrude, Michael",2,,,,,,,,
23470,"Kevorkian, Jake",2,,,,,,,,
23476,"Page, Carter",2,,,,,,,,
23501,"Peacock, Oliver",2,,,,,,,,
23504,"Hoey, Rico",2,,,,,,,,
23540,"Andersen, Mason",2,,,,,,,,
23541,"Campbell, Matthew",2,,,,,,,,
23574,"Dietrich, Eric",2,,,,,,,,
23622,"Nyfjall, David",2,,,,,,,,
23653,"Cooke, Alan",2,,,,,,,,
23657,"Babcock, Chris",2,,,,,,,,
23708,"Scott, Sandy",2,,,,,,,,
23710,"Lawrence, David",2,,,,,,,,
23711,"Slattery, Kurt",2,,,,,,,,
23730,"Lee, S.M.",2,,,,,,,,
23731,"Sill, Brad",2,,,,,,,,
23732,"Genovese, Mike",2,,,,,,,,
23740,"Leonard, Brendan",2,,,,,,,,
23855,"Moody, Chris",2,,,,,,,,
23928,"Wolcott, Ben",2,,,,,,,,
23962,"Wiatr, Chris",2,,,,,,,,
24127,"Hidalgo Portillo, Angel",2,,,,,,,,
24186,"Bell, Ross",2,,,,,,,,
24280,"Crowe, Harrison",2,,,,,,,,
24294,"Fernandez de oliveira, Mateo",2,,,,,,,,
24303,"Reiter, Charlie",2,,,,,,,,
24304,"Vilips, Karl",2,,,,,,,,
24317,"Lim, Mo",2,,,,,,,,
24483,"Balcar, Michael",2,,,,,,,,
24485,"Cole, Ryan",2,,,,,,,,
24486,"Cook, Benny",2,,,,,,,,
24488,"Benitez, Juan Carlos",2,,,,,,,,
24489,"French, Chris",2,,,,,,,,
24538,"Longmire, David",2,,,,,,,,
24843,"Wenzler, Ryan",2,,,,,,,,
24941,"Heinen, Nick",2,,,,,,,,
24949,"Nygren, Cole",2,,,,,,,,
24956,"Blanchet, Chandler",2,,,,,,,,
24963,"Doeden, Justin",2,,,,,,,,
24967,"Greene, Keith",2,,,,,,,,
24985,"Gillam, Parker",2,,,,,,,,
24988,"Grey, J.J.",2,,,,,,,,
25003,"Walker, Danny",2,,,,,,,,
25004,"Wadkins, Tucker",2,,,,,,,,
25026,"Crancer, Ben",2,,,,,,,,
25032,"Oshrine, Matt",2,,,,,,,,
25036,"Holt, Ian",2,,,,,,,,
25041,"Shuman, Jake",2,,,,,,,,
25080,"Huang, Franklin",2,,,,,,,,
25083,"Rasmussen, Rhett",2,,,,,,,,
25084,"Raza, Sulman",2,,,,,,,,
25085,"Wiseman, Timothy",2,,,,,,,,
25137,"Sekulic, Max",2,,,,,,,,
25174,"Worsdall, Connor",2,,,,,,,,
25210,"Lagodich, Logan",2,,,,,,,,
25211,"Taylor, Blake",2,,,,,,,,
25214,"DeMarco, Thomas",2,,,,,,,,
25241,"Davison, Callum",2,,,,,,,,
25285,"Chiarella, Alex",2,,,,,,,,
25316,"Lincicome, Brittany",2,,,,,,,,
25320,"Kluver, Luke",2,,,,,,,,
25333,"Collins, Cougar",2,,,,,,,,
25362,"Fitzpatrick, Alex",2,,,,,,,,
25476,"Mullarney, Ronan",2,,,,,,,,
25587,"Poppleton, Nicholas",2,,,,,,,,
25614,"Biondi, Fred",2,,,,,,,,
25683,"Mulder, Mark",2,,,,,,,,
25686,"Aguado, Camilo",2,,,,,,,,
25835,"Hutchins, Matt",2,,,,,,,,
25866,"Jones, Peter",2,,,,,,,,
25870,"Morris, Blake",2,,,,,,,,
25888,"Germishuys, Deon",2,,,,,,,,
25918,"Doucett, BJ",2,,,,,,,,
25918,"Doucett, Bruce",2,,,,,,,,
25973,"Floydd, Jack",2,,,,,,,,
25976,"Knipes, Curtis",2,,,,,,,,
26014,"Sanders, Kyle",2,,,,,,,,
26073,"Pyne, Casey",2,,,,,,,,
26109,"Perras, Michael",2,,,,,,,,
26117,"Bayley, Derek",2,,,,,,,,
26119,"Carmona, Mario",2,,,,,,,,
26130,"Richardson, Hunter",2,,,,,,,,
26134,"Somers, John",2,,,,,,,,
26164,"Brijalba, Rufus",2,,,,,,,,
26193,"Wenyi, Ding",2,,,,,,,,
26283,"Bibbs, Taylor",2,,,,,,,,
26338,"Balkin, Todd",2,,,,,,,,
26339,"Oland, Derek",2,,,,,,,,
26430,"Mackey, Brian",2,,,,,,,,
26512,"Beverly, Aaron",2,,,,,,,,
26518,"Greco, John",2,,,,,,,,
26524,"Naumec, Matthew",2,,,,,,,,
26529,"Shieh, Hayden",2,,,,,,,,
26574,"Cootes, Roy",2,,,,,,,,
26597,"Huskey, Keenan",2,,,,,,,,
26602,"Trace, Travis",2,,,,,,,,
26617,"Anderson, Matthew",2,,,,,,,,
26618,"Deraney, Joe",2,,,,,,,,
26618,"Deraney, Joseph",2,,,,,,,,
26622,"Brault, Etienne",2,,,,,,,,
26648,"Norton, Noah",2,,,,,,,,
26650,"Tibbits, Spencer",2,,,,,,,,
26685,"Tallman, Chris",2,,,,,,,,
26686,"Jackson, Isaiah",2,,,,,,,,
26765,"Houtteman, Lee",2,,,,,,,,
26812,"Brischke, Craig",2,,,,,,,,
26872,"Sear, Maxwell",2,,,,,,,,
26891,"Thurloway, Thomas",2,,,,,,,,
26893,"Bruce, Callum",2,,,,,,,,
26912,"Osborne, Charles",2,,,,,,,,
27143,"Williams, Mason",2,,,,,,,,
27326,"Augustus IV, Daniel",2,,,,,,,,
27328,"Leseur, Kenny",2,,,,,,,,
27331,"Okada, Kohei",2,,,,,,,,
27418,"Yang, Alexander",2,,,,,,,,
27465,"Hutchinson, Ben",2,,,,,,,,
27652,"Kneen, Jake",2,,,,,,,,
27681,"Auterson, Mike",2,,,,,,,,
27709,"Smith, Zach",2,,,,,,,,
27722,"Rousaud, Eduard",2,,,,,,,,
27761,"Spencer, Andy",2,,,,,,,,
27819,"Castillo, Ricky",2,,,,,,,,
27843,"Graboyes, Luke",2,,,,,,,,
27862,"Marin Santander, Enrique",2,,,,,,,,
27873,"Wilson, Matt",2,,,,,,,,
27965,"Phipps, Anthony",2,,,,,,,,
27971,"Hogan, Kyle",2,,,,,,,,
28023,"Kawai, Evan",2,,,,,,,,
28144,"Safa, Jose Antonio",2,,,,,,,,
28146,"Knade, Peter",2,,,,,,,,
28261,"Hahn, Jordan",2,,,,,,,,
28310,"Pearce, Shane",2,,,,,,,,
28320,"Ballo, Pete",2,,,,,,,,
28322,"Holmes, Derek",2,,,,,,,,
28325,"Pearce, Tim",2,,,,,,,,
28326,"Rada, Patrick",2,,,,,,,,
28327,"Walker, Brett",2,,,,,,,,
28468,"Hervol, James",2,,,,,,,,
28470,"Sharpstene, Matt",2,,,,,,,,
28503,"Keiser, Brian",2,,,,,,,,
28529,"Manuel, Caleb",2,,,,,,,,
28539,"Feagler, Clay",2,,,,,,,,
28586,"Kinney, Tripp",2,,,,,,,,
28587,"Perkins, David",2,,,,,,,,
28590,"Odom, Jr., Gregory",2,,,,,,,,
28592,"Amat, Bastien",2,,,,,,,,
28616,"Croft, Daniel",2,,,,,,,,
28635,"McCarty, Matt",2,,,,,,,,
28692,"Zachman, Derek",2,,,,,,,,
28708,"Vick, Matt",2,,,,,,,,
28751,"Harris, Matt",2,,,,,,,,
28914,"Duncan, Michael",2,,,,,,,,
28971,"Trolio, Cohen",2,,,,,,,,
29023,"DeSilva, Chaka",2,,,,,,,,
29024,"Morris, Brian",2,,,,,,,,
29025,"Palanyandi, Damian",2,,,,,,,,
29036,"Mendez, Gilbert",2,,,,,,,,
29037,"Sisk, Cameron",2,,,,,,,,
29049,"Griffin, J.P.",2,,,,,,,,
29152,"Alford, Ryan",2,,,,,,,,
29169,"Lee, Alex",2,,,,,,,,
29188,"Salzer, Christian",2,,,,,,,,
29195,"De la Fuente, Santiago",2,,,,,,,,
29318,"McAllister, Logan",2,,,,,,,,
29347,"Dossey, Cooper",2,,,,,,,,
29496,"Bingaman, Brandon",2,,,,,,,,
29497,"Feenstra, Tim",2,,,,,,,,
29498,"Hurt, Austin",2,,,,,,,,
29500,"Ishee, Nic",2,,,,,,,,
29501,"Jones, Jared",2,,,,,,,,
29502,"Newman, Dylan",2,,,,,,,,
29503,"Oakley, Zac",2,,,,,,,,
29579,"Carrera, Luis",2,,,,,,,,
29689,"Longbella, Thomas",2,,,,,,,,
29708,"Vrzich, Joey",2,,,,,,,,
29713,"Buhl, William",2,,,,,,,,
29765,"Beckler, Andrew",2,,,,,,,,
29766,"Calkins, Brady",2,,,,,,,,
29768,"Lorenz, Ben",2,,,,,,,,
29914,"Jahn, Charles",2,,,,,,,,
29948,"Boneta, Albert",2,,,,,,,,
29970,"Menante, Dylan",2,,,,,,,,
30339,"Lowe, Taylor",2,,,,,,,,
30404,"Murphy, Sam",2,,,,,,,,
30405,"Wilkinson, Brice",2,,,,,,,,
30406,"Hanko, Joseph",2,,,,,,,,
30430,"Deminsky, Derek",2,,,,,,,,
30462,"Jones, Nick",2,,,,,,,,
30618,"Akana, Blaze",2,,,,,,,,
30619,"Castillo, Michael",2,,,,,,,,
30622,"Herrera, Michael",2,,,,,,,,
30649,"Kingsley, Harrison",2,,,,,,,,
30690,"Wall, Jack",2,,,,,,,,
30730,"Cantwell, Tim",2,,,,,,,,
30731,"Saavedra-Davila, Diego",2,,,,,,,,
30736,"Adrounie, Tom",2,,,,,,,,
30795,"Maxwell, Kyle",2,,,,,,,,
30796,"Kim, Justin",2,,,,,,,,
30986,"Knauth, William",2,,,,,,,,
31027,"Shattuck, Braden",2,,,,,,,,
31028,"Sanger, Chris",2,,,,,,,,
31029,"Grove, Russell",2,,,,,,,,
31030,"Cahill, Matt",2,,,,,,,,
31160,"Durham, Taylor",2,,,,,,,,
31188,"Valdes, Brendan",2,,,,,,,,
31189,"Simmons, Isaac",2,,,,,,,,
31190,"Cavaliere, Christian",2,,,,,,,,
31215,"Kuhl, Tommy",2,,,,,,,,
31284,"Martin, Kyle",2,,,,,,,,
31311,"Giannetto, Jay",2,,,,,,,,
31312,"Larson, Anders",2,,,,,,,,
31313,"Martin, Reid",2,,,,,,,,
10001604,"Jurgensen, Steve",2,,,,,,,,
10006693,"Tanigawa, Ken",2,,,,,,,,
10011563,"Swan, Kim",2,,,,,,,,
7981,"Shields, Kevin",1,,,,,,,,
2717,"Smith, Bradley",0,,,,,,,,
3703,"Schneider, Brad",0,,,,,,,,
3937,"Demsey, Todd",0,,,,,,,,
4302,"DiMarco, Chris",0,,,,,,,,
5687,"Tidland, Chris",0,,,,,,,,
6083,"Rowell, Brian",0,,,,,,,,
6204,"Elder, Brad",0,,,,,,,,
6401,"Stiles, Darron",0,,,,,,,,
6421,"Parel, Scott",0,,,,,,,,
6707,"Capone, Mike",0,,,,,,,,
6906,"Murphy, Mark",0,,,,,,,,
6938,"Loar, Edward",0,,,,,,,,
7099,"LeBrun, Steve",0,,,,,,,,
7122,"Kennedy, Troy",0,,,,,,,,
7149,"Mathis, David",0,,,,,,,,
7166,"Tryon, Ty",0,,,,,,,,
7415,"Ordonez, Miguel",0,,,,,,,,
7492,"Tolan, Derek",0,,,,,,,,
7543,"Brigman, D.J.",0,,,,,,,,
7623,"Aragon, Alex",0,,,,,,,,
7641,"Letzig, Michael",0,,,,,,,,
7681,"Sim, Michael",0,,,,,,,,
8130,"Love, James",0,,,,,,,,
8202,"Harlingten, Seann",0,,,,,,,,
8211,"Lee, D.H.",0,,,,,,,,
8388,"Lutterus, David",0,,,,,,,,
8485,"McDonald, Bruce",0,,,,,,,,
8670,"Toledo, José",0,,,,,,,,
9167,"Mackenzie, Brock",0,,,,,,,,
9197,"Melton, Brett",0,,,,,,,,
9687,"Smith, Byron",0,,,,,,,,
9772,"Price, Aron",0,,,,,,,,
9872,"Davidson, Matt",0,,,,,,,,
9910,"Tomasulo, Peter",0,,,,,,,,
10791,"Pistorius, Albert",0,,,,,,,,
10861,"Arnold, Jamie",0,,,,,,,,
10871,"Wagner, Alan",0,,,,,,,,
11383,"Schachner, Michael",0,,,,,,,,
11499,"Sullivan, Patrick",0,,,,,,,,
11673,"Finau, Gipper",0,,,,,,,,
11679,"Nicoletti, Michael",0,,,,,,,,
11900,"Dominguez, Emilio",0,,,,,,,,
12074,"Mechereffe, Fernando",0,,,,,,,,
12392,"Swanson, Ryan",0,,,,,,,,
12401,"Randall, Dwayne",0,,,,,,,,
12416,"Weaver, Drew",0,,,,,,,,
12445,"Smith, Ted",0,,,,,,,,
12826,"Beaufils, Ray",0,,,,,,,,
12834,"Younan, Jake",0,,,,,,,,
12975,"Hart, Adam",0,,,,,,,,
12982,"Murphy, Trevor",0,,,,,,,,
13104,"Blakefield, Mark",0,,,,,,,,
13131,"Hakula, Toni",0,,,,,,,,
13201,"Gaviño, Santiago",0,,,,,,,,
13220,"Garcia, Andres",0,,,,,,,,
13288,"Woltman, Dan",0,,,,,,,,
13520,"Hodge, Jonathan",0,,,,,,,,
13621,"León, Horacio",0,,,,,,,,
13681,"Blaauw, Jacques",0,"Blaauw, Jacques",4071,,,,"Right",,"https://www.espn.com/golf/player/_/id/4071/jacques-blaauw"
13740,"Chan, Lorens",0,,,,,,,,
13812,"Vanegas, David",0,,,,,,,,
13815,"Arnaud, Michael",0,,,,,,,,
13973,"Holmes, David",0,,,,,,,,
14008,"Nagy, Matt",0,,,,,,,,
14011,"Spears, Ryan",0,,,,,,,,
14083,"Van Sickle, Mike",0,,,,,,,,
14188,"Larson, Jesse",0,,,,,,,,
14274,"Trimble, Blake",0,,,,,,,,
14274,"Trimble, Blake D.",0,,,,,,,,
14341,"Meierdierks, Eric",0,,,,,,,,
14373,"Campbell, Ben J.",0,,,,,,,,
14378,"MacPherson, Bryden",0,,,,,,,,
14405,"Mason, Nick",0,,,,,,,,
14486,"Benjamin, Brad",0,,,,,,,,
14561,"Fast, Matt",0,,,,,,,,
14620,"Mollica, Phillip",0,,,,,,,,
14702,"Phelan, Kevin",0,,,,,,,,
14807,"Winings, Andy",0,,,,,,,,
14821,"Todd, Jarin",0,,,,,,,,
14849,"Rousey, Nick",0,,,,,,,,
14865,"Kemmer, Dodge",0,,,,,,,,
14878,"Whitekiller, Trent",0,,,,,,,,
14923,"Gallman, Josh",0,,,,,,,,
14983,"Caron, Rowin",0,,,,,,,,
15118,"Dale, Sean",0,,,,,,,,
15121,"Lauer, Seath",0,,,,,,,,
15238,"Echavarría, Andrés",0,,,,,,,,
15240,"Marelli, Leandro",0,,,,,,,,
15270,"Carpenter, Alex",0,,,,,,,,
15329,"Bigley, Bryan",0,,,,,,,,
15395,"Buttacavoli, Michael",0,,,,,,,,
15402,"Newman, Jack",0,,,,,,,,
15405,"Chen, Zihao Z.",0,,,,,,,,
15423,"Cornelson, Adam",0,,,,,,,,
15449,"Hudson, Bobby",0,,,,,,,,
15454,"Fulford, Spence",0,,,,,,,,
15487,"Vázquez, Sebastián",0,,,,,,,,
15633,"Smith, Scott K.",0,,,,,,,,
15635,"Hurley, John",0,,,,,,,,
15658,"Kennerly, Billy",0,,,,,,,,
15700,"DeWald, Steele",0,,,,,,,,
15704,"Juszczyk, Joseph",0,,,,,,,,
15709,"Speirs, Jesse",0,,,,,,,,
15903,"Pumarol, Guillermo",0,,,,,,,,
15907,"Silva, Gustavo",0,,,,,,,,
15956,"Imondi, Paul",0,,,,,,,,
16099,"Mills, Corbin",0,,,,,,,,
16107,"Patel, Bhavik",0,,,,,,,,
16110,"Weaver, Michael",0,,,,,,,,
16137,"Ormand, Robby",0,,,,,,,,
16138,"Richey, Brian",0,,,,,,,,
16145,"Collins, Will",0,,,,,,,,
16229,"Proveaux, Cody",0,,,,,,,,
16236,"Bercun, Mauricio",0,,,,,,,,
16237,"Fernandez, Juan Diego",0,,,,,,,,
16305,"Cochran III, Rick",0,,,,,,,,
16308,"Kring, Kevin",0,,,,,,,,
16309,"Linton, Ryan",0,,,,,,,,
16311,"Newcomb, Patrick",0,,,,,,,,
16396,"Whitsett, Cory",0,"Whitsett, Cory",6928,,"United States","Alabama",,,"https://www.espn.com/golf/player/_/id/6928/cory-whitsett"
16410,"Sarnoff, Jake",0,,,,,,,,
16436,"Cortes, Raul",0,,,,,,,,
16440,"Rezentes, Zach",0,,,,,,,,
16488,"Browne, Jr., Olin",0,,,,,,,,
16597,"Zuluaga, Daniel",0,,,,,,,,
16709,"Villasana, Alejandro",0,,,,,,,,
16809,"Beringer, Eric",0,,,,,,,,
16810,"Borja, Piri",0,,,,,,,,
16909,"Harmeling, Evan",0,,,,,,,,
16997,"Ramirez, Ivan Camilo",0,,,,,,,,
17029,"Rivarola, Jaime Lopez",0,,,,,,,,
17029,"Rivarola, Jamie Lopez",0,,,,,,,,
17035,"Constable, Donald",0,,,,,,,,
17070,"Harrold, William",0,,,,,,,,
