"dg_id","player_name","tour_rounds","dg_player_name","espn_id","birthdate","birthplace","college","swing","turned_pro","link"
17174,"Tejeira, Omar",0,,,,,,,,
17199,"Martin, Bryan",0,,,,,,,,
17232,"Kim, John Young",0,,,,,,,,
17245,"Serrano, Juan Carlos",0,,,,,,,,
17260,"Gilman, Chris",0,,,,,,,,
17275,"Becker, Rafael",0,,,,,,,,
17327,"Looper, Ken",0,,,,,,,,
17366,"Mitchell, T.J.",0,,,,,,,,
17378,"Davan, Michael",0,,,,,,,,
17384,"Kim, Taewoo",0,,,,,,,,
17392,"Holland, Charlie",0,,,,,,,,
17396,"Villarreal, Armando",0,,,,,,,,
17464,"Lynn, Chip",0,,,,,,,,
17464,"Lynn, Joel",0,,,,,,,,
17510,"Straka, Sam",0,,,,,,,,
17546,"Kellen, Jeffrey",0,,,,,,,,
17547,"Long, Jace",0,,,,,,,,
17618,"Shin, Justin",0,,,,,,,,
17642,"Brown, Zahkai",0,,,,,,,,
17650,"Kuehn, Korbin",0,,,,,,,,
17719,"Eason, Greg",0,,,,,,,,
17720,"Erkenbeck, James",0,,,,,,,,
17855,"Kim, Lucas",0,,,,,,,,
17856,"Sindelar, Jamie",0,,,,,,,,
17902,"Miller, Mike",0,,,,,,,,
18046,"Faccini, Daniel",0,,,,,,,,
18075,"Hernandez, Juan Pablo",0,,,,,,,,
18162,"Fullerton, Zach",0,,,,,,,,
18185,"Cazaubón, Rodolfo",0,,,,,,,,
18190,"Hopfinger, Brad",0,,,,,,,,
18193,"Kropp, William",0,,,,,,,,
18195,"Mazziotta, Daniel",0,,,,,,,,
18217,"Kang, Matt",0,,,,,,,,
18257,"Featherstone, Colin",0,,,,,,,,
18259,"Kelpin, Barrett",0,,,,,,,,
18264,"Yonke, Curtis",0,,,,,,,,
18296,"Lee, Brandon",0,,,,,,,,
18349,"Kim, T.K.",0,,,,,,,,
18373,"Webb, Adam",0,,,,,,,,
18377,"Fair, Seth",0,,,,,,,,
18434,"Cochran, Nicholas",0,,,,,,,,
18436,"Hughes, Brian",0,,,,,,,,
18534,"Hudson, Rob",0,,,,,,,,
18535,"Madigan, Timothy",0,,,,,,,,
18551,"Woodall, Bruce",0,,,,,,,,
18590,"Hueber, Justin",0,,,,,,,,
18632,"Love, Sam",0,,,,,,,,
18633,"McIver, Brandon",0,,,,,,,,
18700,"Aylwin, Kevin",0,,,,,,,,
18713,"Lucas, Kevin",0,,,,,,,,
18791,"Gehl, Brad",0,,,,,,,,
18826,"Sparks, Hunter",0,,,,,,,,
18871,"Schall, Matt",0,,,,,,,,
19006,"Miranda, Jose Andres",0,,,,,,,,
19007,"Moncayo, Juan",0,,,,,,,,
19059,"Sakane, Michael",0,,,,,,,,
19079,"Ruiz, Gerardo",0,,,,,,,,
19103,"Rincón Gallardo, Pablo",0,,,,,,,,
19106,"Villar, Jorge",0,,,,,,,,
19232,"Smyth, Travis",0,,,,,,,,
19271,"Crouch, Timothy",0,,,,,,,,
19296,"Gallegos, Andres",0,,,,,,,,
19429,"Naidoo, Dylan",0,,,,,,,,
19451,"Smith, Shane",0,,,,,,,,
19453,"Maguire, MJ",0,,,,,,,,
19454,"Dominguez, Matias",0,,,,,,,,
19468,"Varadan, Khavish",0,,,,,,,,
19472,"McGowan, Michael",0,,,,,,,,
19475,"Refioglu, Dalan",0,,,,,,,,
19476,"Reimers, Johann",0,,,,,,,,
19479,"Steger, Eric",0,,,,,,,,
19480,"Trasamar, Jon",0,,,,,,,,
19488,"Vitienes, Ernesto",0,,,,,,,,
19496,"Rodriguez Cacho, Roberto",0,,,,,,,,
19541,"Davis, Henry",0,,,,,,,,
19554,"Cohen, Max",0,,,,,,,,
19592,"Howe, T.J.",0,,,,,,,,
19594,"Chang, Derek",0,,,,,,,,
19732,"Bell, Robert",0,,,,,,,,
19739,"Edmondson, Zachary",0,,,,,,,,
19746,"Letson, Doug",0,,,,,,,,
19750,"Marinell, Chase",0,,,,,,,,
19759,"Pinizzotto, Matthew",0,,,,,,,,
19770,"Thelen, Joel",0,,,,,,,,
19775,"Worrell, Chris",0,,,,,,,,
19804,"Valverde, Enrique",0,,,,,,,,
19829,"Martinson, Mikel",0,,,,,,,,
19830,"Yates, Greg",0,"Yates, Greg",10027,,,,"Right",,"https://www.espn.com/golf/player/_/id/10027/greg-yates"
19868,"Mabrey, Matt",0,,,,,,,,
19887,"Franklin, Alex",0,,,,,,,,
19937,"Steffen, Zach",0,,,,,,,,
19939,"Huff, Graysen",0,,,,,,,,
20453,"Meyers, Cameron",0,,,,,,,,
20462,"Venezio, Daniel",0,,,,,,,,
20549,"Wolfes, Scott",0,,,,,,,,
20550,"Malec, Christopher",0,,,,,,,,
20918,"Ieremia, Denzel",0,,,,,,,,
20921,"Morgan-Birke, Gabriel",0,,,,,,,,
20974,"Hernández, José Antonio",0,,,,,,,,
20975,"Maruri, Nicholas",0,,,,,,,,
20997,"Hallberg, Eric",0,,,,,,,,
21152,"Bautista, Austin",0,,,,,,,,
21244,"Jaramillo, Esteban",0,,,,,,,,
21303,"De Decker, Andre",0,,,,,,,,
21321,"Murphy, Will",0,,,,,,,,
21324,"Saxon, Charlie",0,,,,,,,,
21328,"Valentine, Trey",0,,,,,,,,
21329,"Whelan, Jack",0,,,,,,,,
21376,"Wang, Charles",0,,,,,,,,
21380,"Dobbelaar, Louis",0,,,,,,,,
21427,"Beck, Jimmy",0,,,,,,,,
21502,"Brunner, Brad",0,,,,,,,,
21892,"Lee, David",0,,,,,,,,
21897,"Parkinson, Joe",0,,,,,,,,
21905,"Tolladay, Michael",0,,,,,,,,
21941,"Fletcher, Spencer",0,,,,,,,,
22087,"Paul, Jeremy",0,,,,,,,,
22204,"Marsico, Max",0,,,,,,,,
22207,"Van Horne, Ashton",0,,,,,,,,
22254,"Marriott, Jake",0,,,,,,,,
22456,"Bateman, Andrew",0,,,,,,,,
22459,"O'Neill, Chris",0,,,,,,,,
22466,"Devault, Jace",0,,,,,,,,
22736,"Rosenmueller, Thomas",0,,,,,,,,
22770,"Andrews, Bo",0,,,,,,,,
22832,"Gomez, Santiago",0,,,,,,,,
22836,"Rubio, Gonzalo",0,,,,,,,,
22951,"Bradshaw, Thomas",0,,,,,,,,
22952,"Kalozdi, Camilo",0,,,,,,,,
22977,"Dornes, JD",0,,,,,,,,
22979,"Kelly, Tee-K",0,,,,,,,,
22979,"Kelly, Timothy",0,,,,,,,,
22986,"Tuten, Shad",0,,,,,,,,
22987,"Wedel, Fred",0,,,,,,,,
22987,"Wedel, Frederick",0,,,,,,,,
23015,"Denlinger, David",0,,,,,,,,
23050,"Creighton, Peter",0,,,,,,,,
23054,"Bryan, IV, George",0,,,,,,,,
23101,"Lewis, Myles",0,,,,,,,,
23140,"Smith, Trevor",0,,,,,,,,
23430,"Capps, Miller",0,,,,,,,,
23431,"Vartelas, Geoff",0,,,,,,,,
23436,"Wiggins, Victor",0,,,,,,,,
23455,"Brame, Grady",0,,,,,,,,
23463,"Finnell, Skyler",0,,,,,,,,
23477,"Palmer, Blake",0,,,,,,,,
23479,"Picanso, Matthew",0,,,,,,,,
23484,"Stringfellow, Daniel",0,,,,,,,,
23485,"Walsh, Sean",0,,,,,,,,
23504,"Hoey, Richard",0,,,,,,,,
23533,"Smith, Derek",0,,,,,,,,
23534,"Titsworth, Beau",0,,,,,,,,
23535,"Tynan, Tim",0,,,,,,,,
23597,"Kelly, Scott",0,,,,,,,,
23598,"Ricard, Eric",0,,,,,,,,
23605,"Jacobs, Carson",0,,,,,,,,
23607,"Yankovich, Nathan",0,,,,,,,,
23712,"Gonda, Travis",0,,,,,,,,
23713,"Korte, Dustin",0,,,,,,,,
23727,"Guthmiller, Jace",0,,,,,,,,
23728,"Reinertson, Rylee",0,,,,,,,,
23735,"Quinones, Douglas",0,,,,,,,,
23736,"Weems, Josh",0,,,,,,,,
23743,"Sanders, David",0,,,,,,,,
23805,"Bryant, Justin",0,,,,,,,,
23806,"Zech, Ryan",0,,,,,,,,
23809,"Curry, Stephen",0,,,,,,,,
23810,"McNealy, Colt",0,,,,,,,,
23841,"Neergaard-Petersen, Rasmus",0,,,,,,,,
23851,"Huddy, Walker",0,,,,,,,,
23888,"McCarthy, Brax",0,,,,,,,,
23888,"McCarthy, James",0,,,,,,,,
23925,"Flenniken, Casey",0,,,,,,,,
23926,"Hawkins, Brad",0,,,,,,,,
23927,"Termeer, Tayler",0,,,,,,,,
23980,"Kalia, Samer",0,,,,,,,,
24037,"Torres, Luis Felipe",0,,,,,,,,
24091,"Voke, Nick",0,,,,,,,,
24170,"List, Danny",0,,,,,,,,
24297,"Cheung, Matthew",0,,,,,,,,
24347,"Gorospe, Lemon",0,,,,,,,,
24374,"Bell, Julio",0,,,,,,,,
24462,"Siegler, Ryan",0,,,,,,,,
24463,"Sluman, Trevor",0,,,,,,,,
24467,"Ruiz, Alfredo",0,,,,,,,,
24490,"Galletti, Nicolo",0,,,,,,,,
24493,"Lee, Joshua",0,,,,,,,,
24500,"White, Peyton",0,,,,,,,,
24523,"Davenport, Riley",0,,,,,,,,
24524,"Smith, Michael A",0,,,,,,,,
24525,"Dunn, Matthew",0,,,,,,,,
24541,"Yeung, Motin",0,,,,,,,,
24542,"Hopke, Wehman",0,,,,,,,,
24563,"Beltran, Mario",0,,,,,,,,
24585,"Higgs, Alex",0,,,,,,,,
24599,"Shaun, Corey",0,,,,,,,,
24714,"McClung, Mac",0,,,,,,,,
24741,"Boteler, Wade",0,,,,,,,,
24742,"Davis, Taylor",0,,,,,,,,
24743,"Howard, Cory",0,,,,,,,,
24907,"Owen, Jake",0,,,,,,,,
24939,"Blickle, Alex",0,,,,,,,,
24940,"Hearden, Richard",0,,,,,,,,
24942,"Liringis, Matt",0,,,,,,,,
24946,"Kraivixien, Ray",0,,,,,,,,
24964,"Elmore, Ryan",0,,,,,,,,
24984,"Cromie, Michael",0,,,,,,,,
24986,"Waters, Barrett",0,,,,,,,,
24992,"Maccaglia, Anthony",0,,,,,,,,
25005,"Vernon, Carr",0,,,,,,,,
25007,"Springer, Alex",0,,,,,,,,
25023,"Hayes, Bo",0,,,,,,,,
25032,"Oshrine, Matthew",0,,,,,,,,
25033,"Bass, Thomas",0,,,,,,,,
25037,"Hudson, Daniel",0,,,,,,,,
25038,"Jelley, Brendon",0,,,,,,,,
25093,"Churchman, Cory",0,,,,,,,,
25133,"Overstreet, Mason",0,,,,,,,,
25149,"Fanonnel, Guillaume",0,,,,,,,,
25155,"Kelley, Blake",0,,,,,,,,
25158,"Kountakis, Emmanuel",0,,,,,,,,
25181,"Erickson, Jake",0,,,,,,,,
25182,"Price, Archer",0,,,,,,,,
25212,"Deimel, Drew",0,,,,,,,,
25222,"Lilliedahl, Linus",0,,,,,,,,
25225,"Edmister, Bryce",0,,,,,,,,
25226,"Langhoff, John",0,,,,,,,,
25227,"McClellan, Luke",0,,,,,,,,
25281,"Jeon, Seokwon",0,,,,,,,,
25282,"Sharp, Brady",0,,,,,,,,
25321,"Koser, Taylor",0,,,,,,,,
25324,"Vontz, Nate",0,,,,,,,,
25326,"Pendaries, Adrien",0,,,,,,,,
25389,"Booth, Grant",0,,,,,,,,
25391,"Petefish, Christopher",0,,,,,,,,
25409,"Weldon, Kyle",0,,,,,,,,
25440,"Grauman, Ryan",0,,,,,,,,
25443,"Morantes, Gustavo",0,,,,,,,,
25444,"Viboch, Brett",0,,,,,,,,
25475,"Nyholm, Pontus",0,,,,,,,,
25664,"Kwon, Luke",0,,,,,,,,
25690,"Guerra, Patricio",0,,,,,,,,
25712,"Errazuriz, Agustin",0,,,,,,,,
25863,"Palonis, Rick",0,,,,,,,,
25881,"Wong, Shuai Ming",0,,,,,,,,
25917,"Tsavoussis, Paul",0,,,,,,,,
25920,"Cabrera Mejia, Joaquin",0,,,,,,,,
25920,"Cabrera, Joaquin",0,,,,,,,,
25980,"DeArmond, Ben",0,,,,,,,,
25996,"Jaworski, Zachary",0,,,,,,,,
26097,"Williamson, Travis",0,,,,,,,,
26105,"Lane, Joey",0,,,,,,,,
26118,"Cannon, Blake",0,,,,,,,,
26124,"Korte, Chris",0,,,,,,,,
26126,"Meissner, Mitchell",0,,,,,,,,
26139,"Kocher, David",0,,,,,,,,
26142,"Nagy, Michael",0,,,,,,,,
26192,"Weiss, Alex",0,,,,,,,,
26328,"Eyster, Taylor",0,,,,,,,,
26330,"McNeill, Callum",0,,,,,,,,
26364,"Zawaski, Joe",0,,,,,,,,
26366,"Davis, Aaron",0,,,,,,,,
26367,"Ihrig, Gage",0,,,,,,,,
26438,"Keppler, Jonathan",0,,,,,,,,
26439,"Whitehurst, Kane",0,,,,,,,,
26508,"Doyle, Brendon",0,,,,,,,,
26513,"Burry, Zachary",0,,,,,,,,
26517,"Franken, Stephen",0,,,,,,,,
26521,"Hoelzer, Brandon",0,,,,,,,,
26531,"Walsh, Thomas",0,,,,,,,,
26577,"Dunkle, Kyler",0,,,,,,,,
26657,"Fisk, Steven",0,,,,,,,,
26662,"Jeansonne, Nathan",0,,,,,,,,
26666,"Wood, Hayden",0,,,,,,,,
26667,"Gurska, Matt",0,,,,,,,,
26668,"Hildebrand, Timothy",0,,,,,,,,
26747,"Carlson, Mitchel",0,,,,,,,,
26748,"Kupcho, Steven",0,,,,,,,,
26749,"Schmitz, Ryan",0,,,,,,,,
26750,"Triplett, Sam",0,,,,,,,,
26827,"Logue, Isaiah",0,,,,,,,,
26865,"Gempel, Tom",0,,,,,,,,
26866,"Gore, Tanner",0,,,,,,,,
26867,"Pridey, Matt",0,,,,,,,,
26868,"Scharmann, Kelby",0,,,,,,,,
26869,"Young, Nathan",0,,,,,,,,
26895,"Townsend, Gray",0,,,,,,,,
26907,"Arman, Nick",0,,,,,,,,
26908,"Wallen, Ryan",0,,,,,,,,
26953,"Gilligan, Ian",0,,,,,,,,
26999,"Scott, Alex",0,,,,,,,,
27208,"Seiple, Joshua",0,,,,,,,,
27420,"Dickson, Taylor",0,,,,,,,,
27430,"Robinson, Devaughn",0,,,,,,,,
27440,"Squires, Austin",0,,,,,,,,
27455,"Ackerman, Derek",0,,,,,,,,
27482,"Lobel, Sasha",0,,,,,,,,
27483,"Perritt, David",0,,,,,,,,
27552,"Cordova, Diego",0,,,,,,,,
27559,"Crouch, A.J.",0,,,,,,,,
27560,"Alligood, Andrew",0,,,,,,,,
27601,"Ponich, Cole",0,,,,,,,,
27625,"Howe, Connor",0,,,,,,,,
27626,"Lanting, Ben",0,,,,,,,,
27627,"Winston, Zander",0,,,,,,,,
27628,"Kobren, Jared C.",0,,,,,,,,
27658,"Kneiser, George",0,,,,,,,,
27659,"Sutton, Daniel",0,,,,,,,,
27671,"Lapa, Kolton",0,,,,,,,,
27672,"Miller, Ross",0,,,,,,,,
27687,"Forster, Thomas",0,,,,,,,,
27693,"Reed, Spencer",0,,,,,,,,
27697,"Sargent, Billy Tom",0,,,,,,,,
27762,"Velo, Kevin",0,,,,,,,,
27804,"Lilleboe, Eric",0,,,,,,,,
27854,"Lyons, Landon",0,,,,,,,,
27855,"Soosman, Spencer",0,,,,,,,,
27857,"Robinson, Daniel",0,,,,,,,,
27867,"Caldwell, Zach",0,,,,,,,,
27868,"Ono, Taisuke",0,,,,,,,,
27869,"Waite, Osten",0,,,,,,,,
27875,"Marcus, Ethan",0,,,,,,,,
28016,"Gonzalez, Emilio",0,,,,,,,,
28074,"Colgate, Michael",0,,,,,,,,
28075,"DeNeen, Morgan",0,,,,,,,,
28076,"Hardee, Jonathan",0,,,,,,,,
28135,"Pierce, Brandon",0,,,,,,,,
28136,"Bennett, Grant",0,,,,,,,,
28145,"Griz, Jonathan",0,,,,,,,,
28147,"Lotter, Reed",0,,,,,,,,
28216,"Hambright, Chad",0,,,,,,,,
28254,"Stevens, Scott",0,,,,,,,,
28271,"Tankersley, Cameron",0,,,,,,,,
28272,"Thomas, Brooks",0,,,,,,,,
28292,"Farrell, OJ",0,,,,,,,,
28311,"Foster, Hayden",0,,,,,,,,
28319,"LaRue, Bogle",0,,,,,,,,
28353,"Wilson, Jamie",0,,,,,,,,
28398,"Dillard, IV, Mulbe",0,,,,,,,,
28419,"Czuchry, Drew",0,,,,,,,,
28496,"Hillier, Charlie",0,,,,,,,,
28527,"Carlton, Hoke",0,,,,,,,,
28528,"Gupta, Aman",0,,,,,,,,
28530,"McCarron, Jace",0,,,,,,,,
28533,"Thorin, Phillip",0,,,,,,,,
28536,"Brightwell, Jonathan",0,,,,,,,,
28541,"Grider, Ryan",0,,,,,,,,
28548,"Ray, Nolan",0,,,,,,,,
28555,"Wagoner, Blake",0,,,,,,,,
28570,"Harper, Keller",0,,,,,,,,
28588,"Castillo, Christian",0,,,,,,,,
28589,"Munch, Winton",0,,,,,,,,
28590,"Odom, Greg",0,,,,,,,,
28591,"Schow, Mitchell",0,,,,,,,,
28649,"Kim, Charles",0,,,,,,,,
28650,"Proveaux, Caleb",0,,,,,,,,
28677,"Anderson, Samuel",0,,,,,,,,
29043,"Chopra, Varun",0,,,,,,,,
29078,"Davis, Ryan",0,,,,,,,,
29090,"Fox, Austin",0,,,,,,,,
29163,"Card III, Jay",0,,,,,,,,
29164,"Dyer, Blake",0,,,,,,,,
29165,"Gonzalez, Lucca",0,,,,,,,,
29170,"Restrepo, Pablo",0,,,,,,,,
29171,"Staiano, Jake",0,,,,,,,,
29190,"Pope, Cayden",0,,,,,,,,
29198,"Dilisio, Steven",0,,,,,,,,
29300,"Fribbs, Derek",0,,,,,,,,
29301,"Haskew, Luke",0,,,,,,,,
29302,"Mccrory, Jake",0,,,,,,,,
29303,"Owens, Boyd",0,,,,,,,,
29317,"Ireland, Jack",0,,,,,,,,
29323,"Dickson, Will",0,,,,,,,,
29324,"Lamb, Davis",0,,,,,,,,
29348,"Hale, Jr., Blaine",0,,,,,,,,
29362,"Wilhoit, Peyton",0,,,,,,,,
29430,"Hendrix, Bryce",0,,,,,,,,
29431,"Maum, Blake",0,,,,,,,,
29435,"Elmes, Riley",0,,,,,,,,
29465,"Whiten, Jr., Everett",0,,,,,,,,
29493,"Edwards, Greg",0,,,,,,,,
29520,"Erickson, Dan",0,,,,,,,,
29543,"Liu, Kaiwen",0,,,,,,,,
29544,"Shepherd, Drew",0,,,,,,,,
29601,"Albano, Jr., Anthony",0,,,,,,,,
29602,"Neuheisel, Joe",0,,,,,,,,
29665,"Celano, Ryan",0,,,,,,,,
29675,"Epson, Hunter",0,,,,,,,,
29684,"Infanti, Nicholas",0,,,,,,,,
29716,"Plunkett, Marcus",0,,,,,,,,
29773,"Hendrix, Jake",0,,,,,,,,
29800,"Hillier, Harry",0,,,,,,,,
29802,"Cross, Spencer",0,,,,,,,,
29828,"Anderson, Cole",0,,,,,,,,
29829,"Organisak, Matt",0,,,,,,,,
29889,"Lawrence, Jr, Mark",0,,,,,,,,
29917,"Ramirez, Caleb",0,,,,,,,,
29918,"Keffer, Geoff",0,,,,,,,,
29925,"Yellamaraju, Sudarshan",0,,,,,,,,
29972,"Derrick, Brock",0,,,,,,,,
29996,"Locke, Griffen",0,,,,,,,,
30049,"Lundell, Carson",0,,,,,,,,
30077,"Christiansen, Austen",0,,,,,,,,
30078,"Obecny II, Thadd",0,,,,,,,,
30079,"Timmins, David",0,,,,,,,,
30621,"Weiler, Joe",0,,,,,,,,
30623,"Riley, Cameron",0,,,,,,,,
30655,"Ducruet, Jean Paul",0,,,,,,,,
30656,"Duran, Samuel",0,,,,,,,,
30667,"Holcomb V, William",0,,,,,,,,
30667,"Holcomb, William",0,,,,,,,,
30807,"Purcea, Anthony",0,,,,,,,,
30808,"Smith, Ben",0,,,,,,,,
30809,"Schmidt, Connor",0,,,,,,,,
30810,"Goldenring, Sam",0,,,,,,,,
30856,"Eichhorn, Hunter",0,,,,,,,,
30890,"Long, Beni",0,,,,,,,,
30892,"Riedel, Matthew",0,,,,,,,,
30936,"Sweeney, Michael",0,,,,,,,,
30937,"Duncan, Austin",0,,,,,,,,
31049,"Cooper, Davis",0,,,,,,,,
31050,"Sterbinsky, Kyle",0,,,,,,,,
31118,"Polender, Connor",0,,,,,,,,
31119,"Nottingham, William",0,,,,,,,,
31120,"Hall, Jake",0,,,,,,,,
31121,"Taylor II, Troy",0,,,,,,,,
31122,"Salyers, Drew",0,,,,,,,,
31161,"Burnett, Ryan",0,,,,,,,,
31187,"Jin, Zihao",0,,,,,,,,
31193,"Long, Luke",0,,,,,,,,
31249,"Mattiace, Michael",0,,,,,,,,
31250,"Schultz, Cooper",0,,,,,,,,
31251,"Winstead, Trey",0,,,,,,,,
31254,"Hoff, Brandon",0,,,,,,,,
31270,"Braley, Matthew",0,,,,,,,,
31271,"McDevitt, Jack",0,,,,,,,,
31272,"Sewell, Chad",0,,,,,,,,
31285,"Lewis, Bryce",0,,,,,,,,
31306,"Daly, Connor",0,,,,,,,,
31307,"Ullestad, Trevor",0,,,,,,,,
10021335,"Maycock, Gregory",0,,,,,,,,
